id,sale_id,invoice_id,sale_date,customer_id,product_id,quantity,unit_price,total_price,channel,store_location,payment_method
4564,4564,INV-202401-00272,2024-01-04 00:00:00,3222,1316,2,296.58,593.16,pood,Tallinn,sularaha
4565,4565,INV-202401-00273,2024-01-03 00:00:00,2889,1030,1,112.68,112.68,pood,Tallinn,järelmaks
4566,4566,INV-202401-00274,2024-01-27 00:00:00,3934,1273,2,274.37,548.74,online,,sularaha
4567,4567,INV-202401-00275,2024-01-15 00:00:00,,1207,3,241.13,723.39,pood,Tartu,sularaha
4568,4568,INV-202401-00276,2024-01-02 00:00:00,3953,1059,1,104.85,104.85,pood,Tallinn,järelmaks
4569,4569,INV-202401-00277,2024-01-13 00:00:00,4997,1218,2,108.09,216.18,online,,järelmaks
4570,4570,INV-202401-00278,2024-01-27 00:00:00,3302,1251,2,257.39,514.78,online,,kaart
4571,4571,INV-202401-00279,2024-01-01 00:00:00,,1266,1,73.18,73.18,online,,järelmaks
4572,4572,INV-202401-00280,2024-01-13 00:00:00,4913,1026,1,166.27,166.27,online,,kaart
4573,4573,INV-202401-00281,2024-01-14 00:00:00,4960,1121,2,196.91,393.82,online,,järelmaks
4574,4574,INV-202401-00282,2024-01-01 00:00:00,3242,1103,1,173.62,173.62,online,,sularaha
4575,4575,INV-202401-00283,2024-01-15 00:00:00,3535,1167,2,270.99,541.98,pood,Tartu,sularaha
4576,4576,INV-202401-00284,2024-01-07 00:00:00,3585,1108,1,371.05,371.05,pood,Tallinn,sularaha
4577,4577,INV-202401-00285,2024-01-01 00:00:00,3103,1182,2,180.14,360.28,pood,Tallinn,kaart
4578,4578,INV-202401-00286,2024-01-14 00:00:00,3919,1343,1,63.87,63.87,online,,järelmaks
4579,4579,INV-202401-00287,2024-01-14 00:00:00,2597,1017,1,153.62,153.62,pood,Pärnu,kaart
4580,4580,INV-202401-00288,2024-01-15 00:00:00,4040,1018,1,47.07,47.07,pood,Tallinn,kaart
4581,4581,INV-202401-00289,2024-01-21 00:00:00,3681,1180,1,51.58,51.58,online,,järelmaks
4582,4582,INV-202401-00290,2024-01-26 00:00:00,3882,1171,1,444.41,351.62,online,,kaart
4583,4583,INV-202401-00291,2024-01-23 00:00:00,,1319,1,290.55,290.55,pood,Tallinn,järelmaks
4584,4584,INV-202401-00292,2024-01-20 00:00:00,3648,1036,1,137.33,137.33,pood,Pärnu,kaart
4585,4585,INV-202401-00293,2024-01-24 00:00:00,2115,1146,1,31.65,31.65,pood,Tallinn,kaart
4586,4586,INV-202401-00294,2024-01-12 00:00:00,2889,1170,1,158.51,158.51,pood,Tartu,järelmaks
4587,4587,INV-202401-00295,2024-01-05 00:00:00,,1221,1,350.19,-350.19,pood,Pärnu,sularaha
4588,4588,INV-202401-00296,2024-01-19 00:00:00,3963,1023,2,38.70,77.40,pood,Tartu,järelmaks
4589,4589,INV-202401-00297,2024-01-26 00:00:00,3512,1337,1,272.05,272.05,pood,Tallinn,järelmaks
4590,4590,INV-202401-00298,2024-01-31 00:00:00,2864,1209,2,252.10,504.20,pood,Tallinn,sularaha
4591,4591,INV-202401-00299,2024-01-02 00:00:00,4364,1206,2,22.70,45.40,online,,järelmaks
4592,4592,INV-202401-00300,2024-01-03 00:00:00,2456,1254,4,136.30,545.20,online,,kaart
4593,4593,INV-202401-00301,2024-01-17 00:00:00,2360,1350,1,270.69,270.69,pood,Tallinn,sularaha
4594,4594,INV-202401-00302,2024-01-16 00:00:00,3335,1240,1,356.57,356.57,pood,Tartu,järelmaks
4595,4595,INV-202401-00303,2024-01-20 00:00:00,3180,1007,2,60.37,120.74,pood,Tallinn,järelmaks
4596,4596,INV-202401-00304,2024-01-27 00:00:00,2989,1229,5,210.76,1053.80,pood,Tartu,kaart
4597,4597,INV-202401-00305,2024-01-30 00:00:00,3630,1224,1,222.10,222.10,online,,kaart
4598,4598,INV-202401-00306,2024-01-13 00:00:00,4306,1117,4,72.58,290.32,pood,Tallinn,kaart
4599,4599,INV-202401-00307,2024-01-28 00:00:00,3930,1223,1,319.98,319.98,pood,Tallinn,sularaha
4600,4600,INV-202401-00308,2024-01-25 00:00:00,2792,1070,2,139.74,279.48,pood,Tartu,kaart
4601,4601,INV-202401-00309,2024-01-31 00:00:00,2113,1108,1,371.05,-371.05,online,,sularaha
4602,4602,INV-202401-00310,2024-01-18 00:00:00,2175,1074,1,65.00,65.00,pood,Tallinn,kaart
4603,4603,INV-202401-00311,2024-01-13 00:00:00,4107,1299,1,83.10,83.10,pood,Tallinn,järelmaks
4604,4604,INV-202401-00312,2024-01-25 00:00:00,3810,1221,1,350.19,350.19,online,,kaart
4605,4605,INV-202401-00313,2024-01-13 00:00:00,3405,1292,1,74.81,74.81,pood,Tallinn,kaart
4606,4606,INV-202401-00314,2024-01-26 00:00:00,2997,1270,2,124.35,248.70,pood,Tallinn,järelmaks
4607,4607,INV-202401-00315,2024-01-31 00:00:00,2154,1202,1,22.04,22.04,pood,Tartu,kaart
4608,4608,INV-202402-00001,2024-02-26 00:00:00,,1229,2,210.76,421.52,pood,Tallinn,järelmaks
4609,4609,INV-202402-00002,2024-02-04 00:00:00,,1277,2,121.51,243.02,pood,Pärnu,kaart
4610,4610,INV-202402-00003,2024-02-06 00:00:00,4178,1120,2,206.34,412.68,pood,Pärnu,sularaha
4611,4611,INV-202402-00004,2024-02-27 00:00:00,2997,1188,2,184.07,368.14,online,,sularaha
4612,4612,INV-202402-00005,2024-02-12 00:00:00,2950,1166,2,205.00,410.00,pood,Tallinn,kaart
4613,4613,INV-202402-00006,2024-02-25 00:00:00,4218,1220,3,26.79,80.37,pood,Tartu,järelmaks
4614,4614,INV-202402-00007,2024-02-25 00:00:00,2764,1227,2,120.17,240.34,pood,Tartu,kaart
4615,4615,INV-202402-00008,2024-02-15 00:00:00,3112,1272,4,202.76,733.24,pood,Tallinn,järelmaks
4616,4616,INV-202402-00009,2024-02-11 00:00:00,4452,1297,1,104.27,104.27,pood,Tallinn,kaart
4617,4617,INV-202402-00010,2024-02-29 00:00:00,3194,1114,1,74.70,74.70,pood,Pärnu,järelmaks
4618,4618,INV-202402-00011,2024-02-10 00:00:00,3515,1283,1,188.91,188.91,pood,Tallinn,järelmaks
4619,4619,INV-202402-00012,2024-02-12 00:00:00,4657,1192,3,109.62,328.86,pood,Tallinn,sularaha
4620,4620,INV-202402-00013,2024-02-10 00:00:00,2980,1251,3,257.39,772.17,online,,sularaha
4621,4621,INV-202402-00014,2024-02-26 00:00:00,4685,1282,2,16.62,33.24,pood,Tallinn,järelmaks
4622,4622,INV-202402-00015,2024-02-22 00:00:00,3028,1136,1,94.25,94.25,online,,sularaha
4623,4623,INV-202402-00016,2024-02-08 00:00:00,3660,1345,1,225.81,225.81,pood,Tallinn,järelmaks
4624,4624,INV-202402-00017,2024-02-06 00:00:00,,1286,1,28.56,28.56,online,,sularaha
4625,4625,INV-202402-00018,2024-02-02 00:00:00,4563,1283,2,188.91,377.82,online,,sularaha
4626,4626,INV-202402-00019,2024-02-24 00:00:00,2620,1036,1,137.33,137.33,online,,sularaha
4627,4627,INV-202402-00020,2024-02-13 00:00:00,2124,1238,1,72.73,72.73,pood,Tallinn,kaart
4628,4628,INV-202402-00021,2024-02-28 00:00:00,4593,1151,1,215.58,215.58,pood,Tartu,kaart
4629,4629,INV-202402-00022,2024-02-28 00:00:00,4116,1074,1,65.00,65.00,pood,Pärnu,järelmaks
4630,4630,INV-202402-00023,2024-02-23 00:00:00,,1339,1,35.68,35.68,pood,Tallinn,järelmaks
4631,4631,INV-202402-00024,2024-02-05 00:00:00,3099,1139,1,106.71,106.71,online,,kaart
4632,4632,INV-202402-00025,2024-02-10 00:00:00,4851,1181,5,142.57,712.85,online,,järelmaks
4633,4633,INV-202402-00026,2024-02-11 00:00:00,,1236,1,205.89,205.89,pood,Tallinn,kaart
4634,4634,INV-202402-00027,2024-02-01 00:00:00,2449,1038,2,329.99,659.98,pood,Tallinn,kaart
4635,4635,INV-202402-00028,2024-02-03 00:00:00,4693,1169,1,88.08,88.08,online,,sularaha
4636,4636,INV-202402-00029,2024-02-06 00:00:00,2997,1208,1,76.70,76.70,online,,sularaha
4637,4637,INV-202402-00030,2024-02-14 00:00:00,4181,1284,1,99.57,99.57,pood,Tallinn,järelmaks
4638,4638,INV-202402-00031,2024-02-10 00:00:00,3824,1261,2,305.72,611.44,pood,Tallinn,kaart
4639,4639,INV-202402-00032,2024-02-17 00:00:00,3553,1284,1,99.57,99.57,online,,järelmaks
4640,4640,INV-202402-00033,2024-02-24 00:00:00,3810,1058,1,302.86,302.86,online,,kaart
4641,4641,INV-202402-00034,2024-02-27 00:00:00,4288,1058,4,302.86,1211.44,online,,järelmaks
4642,4642,INV-202402-00035,2024-02-26 00:00:00,3583,1018,4,47.07,188.28,pood,Tartu,järelmaks
4643,4643,INV-202402-00036,2024-02-12 00:00:00,,1116,1,134.94,134.94,pood,Tallinn,järelmaks
4644,4644,INV-202402-00037,2024-02-15 00:00:00,3722,1141,2,69.39,138.78,pood,Tallinn,kaart
4645,4645,INV-202402-00038,2024-02-28 00:00:00,3699,1186,4,234.99,939.96,pood,Tallinn,järelmaks
4646,4646,INV-202402-00039,2024-02-29 00:00:00,3280,1141,1,69.39,69.39,pood,Tartu,kaart
4647,4647,INV-202402-00040,2024-02-04 00:00:00,3556,1009,1,332.55,332.55,online,,sularaha
4648,4648,INV-202402-00041,2024-02-26 00:00:00,2221,1022,5,22.70,113.50,pood,Tallinn,järelmaks
4649,4649,INV-202402-00042,2024-02-28 00:00:00,3884,1156,3,221.89,665.67,pood,Tallinn,sularaha
4650,4650,INV-202402-00043,2024-02-22 00:00:00,4542,1284,1,99.57,99.57,pood,Tartu,kaart
4651,4651,INV-202402-00044,2024-02-18 00:00:00,2957,1253,1,295.18,253.80,online,,kaart
4652,4652,INV-202402-00045,2024-02-29 00:00:00,3350,1020,1,100.40,100.40,online,,järelmaks
4653,4653,INV-202402-00046,2024-02-18 00:00:00,3644,1182,2,180.14,360.28,online,,sularaha
4654,4654,INV-202402-00047,2024-02-01 00:00:00,4018,1065,1,48.58,48.58,pood,Tartu,järelmaks
4655,4655,INV-202402-00048,2024-02-23 00:00:00,3556,1267,2,66.88,133.76,online,,järelmaks
4656,4656,INV-202402-00049,2024-02-13 00:00:00,,1097,2,324.38,648.76,pood,Tallinn,sularaha
4657,4657,INV-202402-00050,2024-02-23 00:00:00,4380,1331,2,74.41,148.82,pood,Tallinn,sularaha
4658,4658,INV-202402-00051,2024-02-22 00:00:00,2090,1064,1,95.87,95.87,pood,Tallinn,järelmaks
4659,4659,INV-202402-00052,2024-02-24 00:00:00,3775,1209,3,252.10,756.30,online,,kaart
4660,4660,INV-202402-00053,2024-02-04 00:00:00,3475,1243,1,184.02,184.02,pood,Pärnu,sularaha
4661,4661,INV-202402-00054,2024-02-05 00:00:00,2261,1133,1,208.72,208.72,online,,sularaha
4662,4662,INV-202402-00055,2024-02-11 00:00:00,4398,1019,1,80.39,80.39,online,,kaart
4663,4663,INV-202402-00056,2024-02-07 00:00:00,2221,1340,2,229.01,458.02,online,,kaart
4664,4664,INV-202402-00057,2024-02-23 00:00:00,4242,1300,2,247.52,495.04,online,,järelmaks
4665,4665,INV-202402-00058,2024-02-05 00:00:00,4266,1040,1,96.11,96.11,pood,Tartu,sularaha
4666,4666,INV-202402-00059,2024-02-23 00:00:00,,1315,2,95.50,191.00,online,,järelmaks
4667,4667,INV-202402-00060,2024-02-16 00:00:00,,1342,3,208.11,624.33,pood,Tallinn,kaart
4668,4668,INV-202402-00061,2024-02-07 00:00:00,3019,1208,2,76.70,153.40,pood,Pärnu,sularaha
4669,4669,INV-202402-00062,2024-02-07 00:00:00,2940,1023,2,29.67,77.40,pood,Tartu,järelmaks
4670,4670,INV-202402-00063,2024-02-25 00:00:00,3551,1346,2,258.91,517.82,pood,Tallinn,sularaha
4671,4671,INV-202402-00064,2024-02-27 00:00:00,2154,1005,2,198.29,396.58,pood,Tallinn,järelmaks
4672,4672,INV-202402-00065,2024-02-23 00:00:00,3863,1027,2,346.70,693.40,online,,järelmaks
4673,4673,INV-202402-00066,2024-02-10 00:00:00,3714,1249,2,73.90,147.80,pood,Pärnu,järelmaks
4674,4674,INV-202402-00067,2024-02-07 00:00:00,,1001,1,157.49,157.49,online,,järelmaks
4675,4675,INV-202402-00068,2024-02-03 00:00:00,4588,1181,3,142.57,427.71,pood,Tartu,sularaha
4676,4676,INV-202402-00069,2024-02-01 00:00:00,2717,1074,2,65.00,130.00,pood,Tallinn,sularaha
4677,4677,INV-202402-00070,2024-02-26 00:00:00,,1324,1,224.19,224.19,online,,kaart
4678,4678,INV-202402-00071,2024-02-10 00:00:00,,1108,1,371.05,371.05,online,,sularaha
4679,4679,INV-202402-00072,2024-02-02 00:00:00,3618,1248,1,145.50,145.50,pood,Tartu,järelmaks
4680,4680,INV-202402-00073,2024-02-07 00:00:00,2265,1236,1,205.89,205.89,pood,Pärnu,järelmaks
4681,4681,INV-202402-00074,2024-02-11 00:00:00,3722,1136,1,94.25,94.25,pood,Tallinn,järelmaks
4682,4682,INV-202402-00075,2024-02-07 00:00:00,3618,1197,1,152.85,152.85,pood,Tallinn,järelmaks
4683,4683,INV-202402-00076,2024-02-28 00:00:00,2711,1030,1,112.68,112.68,pood,Tallinn,sularaha
4684,4684,INV-202402-00077,2024-02-01 00:00:00,2649,1184,2,86.14,172.28,pood,Tallinn,järelmaks
4685,4685,INV-202402-00078,2024-02-17 00:00:00,2672,1270,1,124.35,124.35,pood,Tallinn,järelmaks
4686,4686,INV-202402-00079,2024-02-01 00:00:00,2427,1082,2,100.93,201.86,online,,kaart
4687,4687,INV-202402-00080,2024-02-23 00:00:00,3556,1033,1,221.42,221.42,online,,järelmaks
4688,4688,INV-202402-00081,2024-02-13 00:00:00,3424,1013,1,218.99,218.99,pood,Pärnu,kaart
4689,4689,INV-202402-00082,2024-02-26 00:00:00,2750,1087,3,57.08,171.24,pood,Tartu,järelmaks
4690,4690,INV-202402-00083,2024-02-29 00:00:00,2997,1053,1,113.86,113.86,pood,Tallinn,kaart
4691,4691,INV-202402-00084,2024-02-17 00:00:00,3000,1246,1,204.87,204.87,pood,Tartu,sularaha
4692,4692,INV-202402-00085,2024-02-25 00:00:00,3971,1346,1,258.91,258.91,pood,Pärnu,kaart
4693,4693,INV-202402-00086,2024-02-13 00:00:00,4960,1079,2,291.36,582.72,pood,Tallinn,sularaha
4694,4694,INV-202402-00087,2024-02-06 00:00:00,3648,1196,1,32.93,32.93,pood,Tallinn,järelmaks
4695,4695,INV-202402-00088,2024-02-01 00:00:00,4024,1047,2,155.84,311.68,online,,kaart
4696,4696,INV-202402-00089,2024-02-23 00:00:00,,1116,1,134.94,134.94,online,,sularaha
4697,4697,INV-202402-00090,2024-02-26 00:00:00,3688,1267,3,66.88,200.64,pood,Tallinn,järelmaks
4698,4698,INV-202402-00091,2024-02-12 00:00:00,2807,1307,4,127.38,509.52,pood,Tallinn,järelmaks
4699,4699,INV-202402-00092,2024-02-15 00:00:00,,1133,1,208.72,208.72,pood,Tallinn,sularaha
4700,4700,INV-202402-00093,2024-02-07 00:00:00,2557,1237,1,43.12,60.80,pood,Tallinn,sularaha
4701,4701,INV-202402-00094,2024-02-18 00:00:00,3809,1035,4,65.52,262.08,online,,sularaha
4702,4702,INV-202402-00095,2024-02-22 00:00:00,4971,1010,3,186.77,560.31,online,,sularaha
4703,4703,INV-202402-00096,2024-02-21 00:00:00,2716,1268,1,110.53,110.53,pood,Tallinn,järelmaks
4704,4704,INV-202402-00097,2024-02-17 00:00:00,,1089,4,134.58,538.32,online,,sularaha
4705,4705,INV-202402-00098,2024-02-21 00:00:00,4859,1022,2,22.70,45.40,pood,Tallinn,sularaha
4706,4706,INV-202402-00099,2024-02-18 00:00:00,2585,1118,4,109.42,-437.68,pood,Tallinn,kaart
4707,4707,INV-202402-00100,2024-02-12 00:00:00,3648,1323,1,151.08,151.08,pood,Tartu,sularaha
4708,4708,INV-202402-00101,2024-02-07 00:00:00,4210,1177,1,135.99,135.99,pood,Tallinn,sularaha
4709,4709,INV-202402-00102,2024-02-06 00:00:00,4590,1306,5,93.13,465.65,pood,Tallinn,järelmaks
4710,4710,INV-202402-00103,2024-02-24 00:00:00,2721,1218,4,108.09,432.36,pood,Tartu,kaart
4711,4711,INV-202402-00104,2024-02-05 00:00:00,2767,1188,1,184.07,184.07,pood,Tartu,kaart
4712,4712,INV-202402-00105,2024-02-07 00:00:00,2369,1188,1,184.07,184.07,pood,Pärnu,kaart
4713,4713,INV-202402-00106,2024-02-29 00:00:00,4859,1216,2,273.06,-546.12,pood,Tallinn,järelmaks
4714,4714,INV-202402-00107,2024-02-04 00:00:00,4178,1272,1,183.31,183.31,pood,Pärnu,sularaha
4715,4715,INV-202402-00108,2024-02-20 00:00:00,3350,1160,2,368.67,737.34,pood,Tallinn,järelmaks
4716,4716,INV-202402-00109,2024-02-14 00:00:00,4227,1092,2,144.20,288.40,pood,Tartu,kaart
4717,4717,INV-202402-00110,2024-02-23 00:00:00,3207,1065,2,48.58,97.16,pood,Pärnu,järelmaks
4718,4718,INV-202402-00111,2024-02-10 00:00:00,4678,1271,3,130.02,390.06,pood,Tartu,kaart
4719,4719,INV-202402-00112,2024-02-14 00:00:00,,1344,2,84.95,169.90,pood,Tallinn,kaart
4720,4720,INV-202402-00113,2024-02-19 00:00:00,2052,1148,4,48.85,195.40,pood,Tartu,järelmaks
4721,4721,INV-202402-00114,2024-02-05 00:00:00,2154,1064,1,95.87,95.87,online,,järelmaks
4722,4722,INV-202402-00115,2024-02-28 00:00:00,2106,1262,2,128.66,257.32,online,,järelmaks
4723,4723,INV-202402-00116,2024-02-22 00:00:00,4346,1121,2,196.91,393.82,pood,Tallinn,sularaha
4724,4724,INV-202402-00117,2024-02-10 00:00:00,4039,1039,3,282.95,848.85,pood,Tartu,kaart
4725,4725,INV-202402-00118,2024-02-20 00:00:00,2931,1063,2,151.45,302.90,online,,sularaha
4726,4726,INV-202402-00119,2024-02-09 00:00:00,4334,1132,1,144.36,-144.36,pood,Tallinn,järelmaks
4727,4727,INV-202402-00120,2024-02-04 00:00:00,2910,1071,3,237.71,713.13,online,,järelmaks
4728,4728,INV-202402-00121,2024-02-16 00:00:00,2489,1280,1,128.37,128.37,pood,Tallinn,järelmaks
4729,4729,INV-202402-00122,2024-02-25 00:00:00,3517,1163,1,259.69,259.69,pood,Tartu,kaart
4730,4730,INV-202402-00123,2024-02-13 00:00:00,2127,1330,2,167.23,334.46,pood,Tallinn,järelmaks
4731,4731,INV-202402-00124,2024-02-26 00:00:00,2392,1318,2,218.42,436.84,online,,kaart
4732,4732,INV-202402-00125,2024-02-16 00:00:00,,1138,1,130.73,130.73,pood,Pärnu,kaart
4733,4733,INV-202402-00126,2024-02-27 00:00:00,4001,1257,4,81.48,325.92,pood,Tartu,kaart
4734,4734,INV-202402-00127,2024-02-02 00:00:00,2160,1084,2,156.13,312.26,pood,Pärnu,kaart
4735,4735,INV-202402-00128,2024-02-02 00:00:00,3895,1086,3,149.47,448.41,pood,Tallinn,järelmaks
4736,4736,INV-202402-00129,2024-02-16 00:00:00,2514,1128,1,274.50,274.50,pood,Tartu,sularaha
4737,4737,INV-202402-00130,2024-02-03 00:00:00,3556,1283,1,188.91,188.91,pood,Tartu,kaart
4738,4738,INV-202402-00131,2024-02-11 00:00:00,4849,1048,2,16.37,32.74,online,,sularaha
4739,4739,INV-202402-00132,2024-02-17 00:00:00,3282,1323,1,151.08,151.08,pood,Tartu,sularaha
4740,4740,INV-202402-00133,2024-02-02 00:00:00,2674,1248,1,145.50,145.50,online,,sularaha
4741,4741,INV-202402-00134,2024-02-06 00:00:00,4674,1023,1,38.70,38.70,pood,Tallinn,järelmaks
4742,4742,INV-202402-00135,2024-02-15 00:00:00,4178,1070,2,139.74,279.48,pood,Tallinn,kaart
4743,4743,INV-202402-00136,2024-02-20 00:00:00,4850,1311,1,153.11,153.11,pood,Tartu,sularaha
4744,4744,INV-202402-00137,2024-02-05 00:00:00,4105,1345,1,225.81,225.81,online,,järelmaks
4745,4745,INV-202402-00138,2024-02-01 00:00:00,,1111,2,327.07,654.14,online,,järelmaks
4746,4746,INV-202402-00139,2024-02-28 00:00:00,4846,1287,2,114.80,229.60,online,,sularaha
4747,4747,INV-202402-00140,2024-02-22 00:00:00,,1185,2,203.67,407.34,pood,Tallinn,kaart
4748,4748,INV-202402-00141,2024-02-04 00:00:00,2806,1150,1,280.02,280.02,pood,Pärnu,järelmaks
4749,4749,INV-202402-00142,2024-02-03 00:00:00,2008,1081,1,63.62,63.62,online,,kaart
4750,4750,INV-202402-00143,2024-02-23 00:00:00,,1063,1,151.45,151.45,online,,sularaha
4751,4751,INV-202402-00144,2024-02-12 00:00:00,2435,1231,1,72.60,72.60,pood,Tallinn,järelmaks
4752,4752,INV-202402-00145,2024-02-17 00:00:00,2831,1079,1,291.36,291.36,online,,järelmaks
4753,4753,INV-202402-00146,2024-02-08 00:00:00,2017,1318,3,218.42,655.26,pood,Tallinn,järelmaks
4754,4754,INV-202402-00147,2024-02-17 00:00:00,4270,1221,1,350.19,350.19,pood,Tallinn,järelmaks
4755,4755,INV-202402-00148,2024-02-07 00:00:00,,1109,1,116.20,116.20,pood,Tallinn,sularaha
4756,4756,INV-202402-00149,2024-02-01 00:00:00,3132,1181,4,142.57,570.28,pood,Tallinn,järelmaks
4757,4757,INV-202402-00150,2024-02-02 00:00:00,3033,1247,1,29.48,29.48,pood,Tallinn,järelmaks
4758,4758,INV-202402-00151,2024-02-11 00:00:00,3130,1224,1,222.10,222.10,pood,Tallinn,sularaha
4759,4759,INV-202402-00152,2024-02-26 00:00:00,4207,1092,4,144.20,576.80,online,,sularaha
4760,4760,INV-202402-00153,2024-02-04 00:00:00,4940,1062,1,149.55,149.55,online,,sularaha
4761,4761,INV-202402-00154,2024-02-19 00:00:00,3359,1094,3,93.70,281.10,pood,Pärnu,järelmaks
4762,4762,INV-202402-00155,2024-02-06 00:00:00,4697,1080,1,51.50,51.50,online,,sularaha
4763,4763,INV-202402-00156,2024-02-24 00:00:00,3702,1053,1,113.86,113.86,pood,Tallinn,järelmaks
4764,4764,INV-202402-00157,2024-02-10 00:00:00,3840,1311,1,153.11,153.11,pood,Pärnu,kaart
4765,4765,INV-202402-00158,2024-02-02 00:00:00,3995,1075,1,278.59,278.59,pood,Tartu,kaart
4766,4766,INV-202402-00159,2024-02-25 00:00:00,3460,1084,1,156.13,156.13,pood,Pärnu,sularaha
4767,4767,INV-202402-00160,2024-02-04 00:00:00,4589,1051,1,208.83,208.83,pood,Tallinn,kaart
4768,4768,INV-202402-00161,2024-02-06 00:00:00,3562,1027,1,346.70,346.70,online,,sularaha
4769,4769,INV-202402-00162,2024-02-28 00:00:00,2419,1022,4,22.70,90.80,pood,Tartu,kaart
4770,4770,INV-202402-00163,2024-02-29 00:00:00,3204,1289,2,171.33,342.66,pood,Tallinn,kaart
4771,4771,INV-202402-00164,2024-02-27 00:00:00,3081,1247,2,29.48,58.96,pood,Tallinn,järelmaks
4772,4772,INV-202402-00165,2024-02-02 00:00:00,3746,1200,2,105.29,210.58,pood,Pärnu,kaart
4773,4773,INV-202402-00166,2024-02-17 00:00:00,3842,1288,2,138.90,277.80,pood,Tallinn,järelmaks
4774,4774,INV-202402-00167,2024-02-29 00:00:00,4629,1015,1,168.34,168.34,pood,Tallinn,järelmaks
4775,4775,INV-202402-00168,2024-02-02 00:00:00,4310,1317,1,62.55,62.55,pood,Tallinn,järelmaks
4776,4776,INV-202402-00169,2024-02-21 00:00:00,2154,1295,1,375.34,375.34,online,,kaart
4777,4777,INV-202402-00170,2024-02-02 00:00:00,2485,1332,1,81.85,81.85,pood,Tallinn,sularaha
4778,4778,INV-202402-00171,2024-02-22 00:00:00,2733,1163,1,259.69,259.69,pood,Tartu,sularaha
4779,4779,INV-202402-00172,2024-02-05 00:00:00,4469,1076,1,89.29,89.29,pood,Tartu,järelmaks
4780,4780,INV-202402-00173,2024-02-23 00:00:00,2068,1315,2,95.50,191.00,online,,kaart
4781,4781,INV-202402-00174,2024-02-08 00:00:00,2702,1260,2,130.36,260.72,online,,sularaha
4782,4782,INV-202402-00175,2024-02-07 00:00:00,3350,1065,1,48.58,48.58,online,,järelmaks
4783,4783,INV-202402-00176,2024-02-02 00:00:00,4702,1325,1,50.85,50.85,online,,kaart
4784,4784,INV-202402-00177,2024-02-03 00:00:00,3164,1251,1,257.39,257.39,online,,kaart
4785,4785,INV-202402-00178,2024-02-23 00:00:00,2891,1023,1,38.70,38.70,pood,Tallinn,järelmaks
4786,4786,INV-202402-00179,2024-02-29 00:00:00,,1200,1,105.29,105.29,pood,Tallinn,kaart
4787,4787,INV-202402-00180,2024-02-06 00:00:00,3258,1069,1,402.62,402.62,online,,kaart
4788,4788,INV-202402-00181,2024-02-29 00:00:00,4423,1149,1,304.14,304.14,pood,Tartu,järelmaks
4789,4789,INV-202402-00182,2024-02-07 00:00:00,4160,1238,2,72.73,145.46,online,,kaart
4790,4790,INV-202402-00183,2024-02-11 00:00:00,3994,1150,3,280.02,840.06,pood,Tallinn,kaart
4791,4791,INV-202402-00184,2024-02-06 00:00:00,3232,1060,2,253.26,506.52,pood,Tallinn,järelmaks
4792,4792,INV-202402-00185,2024-02-15 00:00:00,3533,1242,4,203.39,813.56,online,,sularaha
4793,4793,INV-202402-00186,2024-02-23 00:00:00,4886,1197,1,152.85,152.85,pood,Tallinn,järelmaks
4794,4794,INV-202402-00187,2024-02-26 00:00:00,3638,1071,1,237.71,237.71,online,,sularaha
4795,4795,INV-202402-00188,2024-02-09 00:00:00,,1229,3,210.76,632.28,online,,sularaha
4796,4796,INV-202402-00189,2024-02-19 00:00:00,,1281,2,292.61,585.22,pood,Tallinn,sularaha
4797,4797,INV-202402-00190,2024-02-15 00:00:00,4441,1222,5,26.62,133.10,pood,Tartu,järelmaks
4798,4798,INV-202402-00191,2024-02-08 00:00:00,2417,1304,1,210.36,210.36,pood,Tallinn,kaart
4799,4799,INV-202402-00192,2024-02-26 00:00:00,4141,1131,1,166.27,166.27,online,,järelmaks
4800,4800,INV-202402-00193,2024-02-08 00:00:00,4855,1033,1,221.42,221.42,pood,Tallinn,kaart
4801,4801,INV-202402-00194,2024-02-07 00:00:00,2133,1284,3,99.57,298.71,online,,sularaha
4802,4802,INV-202402-00195,2024-02-03 00:00:00,3350,1259,2,229.55,459.10,pood,Tallinn,sularaha
4803,4803,INV-202402-00196,2024-02-03 00:00:00,4256,1049,3,308.84,926.52,online,,kaart
4804,4804,INV-202402-00197,2024-02-09 00:00:00,,1200,2,105.29,210.58,pood,Tallinn,kaart
4805,4805,INV-202402-00198,2024-02-05 00:00:00,2095,1186,1,234.99,234.99,online,,järelmaks
4806,4806,INV-202402-00199,2024-02-29 00:00:00,3852,1321,3,183.40,550.20,online,,kaart
4807,4807,INV-202402-00200,2024-02-25 00:00:00,2789,1139,1,137.14,106.71,online,,järelmaks
4808,4808,INV-202402-00201,2024-02-16 00:00:00,2423,1233,3,111.26,333.78,pood,Pärnu,sularaha
4809,4809,INV-202402-00202,2024-02-14 00:00:00,2975,1229,2,210.76,421.52,pood,Tallinn,sularaha
4810,4810,INV-202402-00203,2024-02-26 00:00:00,3618,1137,3,194.46,583.38,pood,Tartu,sularaha
4811,4811,INV-202402-00204,2024-02-12 00:00:00,3605,1264,1,267.55,221.19,pood,Tallinn,sularaha
4812,4812,INV-202402-00205,2024-02-12 00:00:00,3949,1158,1,70.01,70.01,pood,Tartu,kaart
4813,4813,INV-202402-00206,2024-02-18 00:00:00,4886,1182,5,180.14,900.70,online,,kaart
